"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","Notes","Message"
"10/18/2018 22:18:56","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","Unknown","","","","","","","","","","","NA","Source: 206.47.202.130, 61434, Destination: 67.69.184.199, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping"
"10/18/2018 22:18:59","41","Network","Network Access","Unknown Protocol Dropped","Standard Note String","Notice","2048","D4:BE:D9:E4:5C:A8","DELL","X0","LAN","01:00:5E:00:00:16","Unknown","","MULTICAST","192.168.1.129","34","","","","","224.0.0.22","34","","","","","igmp","","","46","","","","","","","","","","","","","","","drop","","Unknown protocol dropped"
"10/18/2018 22:19:02","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xdb68ed9230d714be RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:19:02","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:19:07","174","Network","UDP","LAN UDP Deny","Standard Service","Notice","2048","08:2E:5F:1F:2D:55","HEWLETT PACKARD","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","192.168.1.167","137","","","","","192.168.1.254","137","","","","","udp","","","185","","","","","","","","","","","","","","General NETBIOS","drop","packet did not match policy on Zones(LAN -> LAN)","UDP packet from LAN dropped"
"10/18/2018 22:19:07","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:BE:D9:E4:5C:A8","DELL","X0","LAN","33:33:00:00:00:0C","Unknown","","","fe80::1d3d:a85:6d0a:834b","1900","","","","","ff02::c","1900","","","","","udp","","","497","","","","","","","","","","","","","","","drop","","Unhandled link-local or multicast IPv6 packet dropped"
"10/18/2018 22:19:12","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xdb68ed9230d714be RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:19:12","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:19:19","46","Network","Network Access","Broadcast Packets Dropped","Standard Note Protocol","Debug","2048","00:50:56:B5:00:01","VMWARE","X0","LAN","FF:FF:FF:FF:FF:FF","Unknown","","","192.168.1.190","67","","","","","255.255.255.255","68","","","","","udp","","","329","","","","","","","","","","","","","","","drop","","Broadcast packet dropped"
"10/18/2018 22:19:22","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Falied 5 retries; IKEv2 InitSPI: 0xdb68ed9230d714be; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"10/18/2018 22:19:22","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x409b709925915b0e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:19:22","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"10/18/2018 22:19:28","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x409b709925915b0e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:19:28","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:19:29","1430","Network","IP","IPv6 Packet with Ext Header","Standard Note Protocol","Information","34525","00:1A:A0:3B:12:E3","DELL","X0","","33:33:00:00:00:16","Unknown","","","fe80::dd19:30b9:eb60:d5f","","","","","","ff02::16","","","","","","0","","","76","","","","","","","","","","","","","","","NA","Extention header: 0","IPv6 Packet with extension header received"
"10/18/2018 22:19:29","1254","Network","ICMP","LAN ICMPv6 Deny","Standard ICMP Service","Notice","34525","00:1A:A0:3B:12:E3","DELL","X0","LAN","33:33:00:00:00:16","Unknown","X0","MULTICAST","fe80::dd19:30b9:eb60:d5f","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","packet did not match policy on Zones(LAN -> MULTICAST)","ICMPv6 packet from LAN dropped"
"10/18/2018 22:19:30","1480","Network","DNS","DNS Resolve Success","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","success in DNS resolve webcfs08.global.sonicwall.com","Success in DNS resolve"
"10/18/2018 22:19:35","37","Network","UDP","UDP Packets Dropped","Standard Policy","Notice","2048","00:0C:29:8D:D2:0E","VMWARE","X0:V10","LAN","01:00:5E:05:06:0A","Unknown","","","192.168.10.3","58273","","","","","234.5.6.10","6070","","","","","udp","","","1348","","","","","","","","","","","","","","","drop","","UDP packet dropped"
"10/18/2018 22:19:35","602","Network","DNS","DNS Allow","Standard Policy","Information","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","8.8.8.8","53","google-public-dns-a.google.com","","","","206.47.202.130","58421","","","","","udp","","","69","","","","","","","","","","","","","","General DNS","forward","","DNS packet allowed"
"10/18/2018 22:19:35","760","Network","TCP","TCP Handshake Violation Detected","Standard Note String","Notice","","","","X0","LAN","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","192.168.1.52","53360","","0.0.0.0","0","","173.199.0.254","443","","0.0.0.0","0","","tcp","","","","156","17 (LAN->WAN)","199","Unknown","","","","","","","","","","General HTTPS","drop","Handshake Timeout","TCP handshake violation detected; TCP connection dropped"
"10/18/2018 22:19:38","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x409b709925915b0e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:19:38","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:19:41","175","Network","ICMP","LAN ICMP Deny","Standard ICMP Service","Notice","2048","00:0C:29:C1:E4:77","VMWARE","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","","","192.168.1.179","","","","","","192.168.1.254","","","","","","icmp","3","10","106","","","","","","","","","","","","","","","drop","","ICMP packet from LAN dropped"
"10/18/2018 22:19:41","598","Network","ICMP","LAN ICMP Allow","Standard ICMP Service","Information","2048","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","00:00:00:00:00:00","XEROX CORPORATION","X0","LAN","192.168.1.254","","","","","","192.168.1.109","","","","","","icmp","0","0","","60","2 (LAN->LAN)","","","","","","","","","","","","Service Echo","forward","","ICMP packet from LAN allowed"
"10/18/2018 22:19:46","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","E8:39:35:4F:07:9E","HEWLETT PACKARD","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.73","52476","","","","","8.28.3.193","8443","harmony-us2.8x8.com","","","","tcp","","","48","","10 (LAN->WAN)","","","","","","","","","","","","General TCP","drop","","TCP connection dropped"
"10/18/2018 22:19:48","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x409b709925915b0e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:19:48","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:19:51","483","VPN","VPN IPsec","Invalid ID","Standard Note String","Warning","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","","","","","","","","","","","","","","","","","","","NA","","Received notify: INVALID_ID_INFO"
"10/18/2018 22:19:51","346","VPN","VPN IKE","Quick Mode Started","Standard Note String","Information","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","","","","","","","","","","","","","","","","","","","NA","VPN Policy: TorontoToQC100","IKE Initiator: Start Quick Mode (Phase 2)."
"10/18/2018 22:19:51","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","206.47.202.130","500","","","","","67.70.211.10","500","","","","","udp","","","","","","","","","","","","","","TorontoToQC100","","","","NA","","SENDING>>>> ISAKMP OAK QM (InitCookie:0x4145bda1962547f8 RespCookie:0x972658cd054c6229, MsgID: 0x1CAB3F5F) *(HASH, SA, NON, KE, ID, ID)"
"10/18/2018 22:19:51","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","TorontoToQC100","","","","NA","","RECEIVED<<< ISAKMP OAK INFO (InitCookie:0x4145bda1962547f8 RespCookie:0x972658cd054c6229, MsgID: 0x9E65DCD9) *(HASH, NOTIFY: INVALID_ID_INFO)"
"10/18/2018 22:19:51","1420","Network","DHCPv6 Server","DHCPv6 Server Get Message","Simple Message String","Debug","","","","X0","","","","","","fe80::8dc7:3db0:2965:b086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","DHCPv6 Server received message (MSG_SOLICIT)"
"10/18/2018 22:19:57","1431","Network","ICMP","ICMPv6 Packets Received","Standard Note Protocol","Information","34525","24:BE:05:25:14:F7","HEWLETT PACKARD","X0","","33:33:00:00:00:16","Unknown","","","fe80::3863:6778:6a7d:305b","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","","NA","ICMPv6","ICMPv6 packet received"
"10/18/2018 22:19:58","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x409b709925915b0e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:19:58","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:20:08","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Falied 5 retries; IKEv2 InitSPI: 0x409b709925915b0e; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"10/18/2018 22:20:08","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xa86dc4c93f9ef15e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:20:08","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"10/18/2018 22:20:08","174","Network","UDP","LAN UDP Deny","Standard Service","Notice","2048","BC:30:5B:D8:A8:23","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","192.168.1.109","137","","","","","192.168.1.254","137","","","","","udp","","","203","","","","","","","","","","","","","","General NETBIOS","drop","packet did not match policy on Zones(LAN -> LAN)","UDP packet from LAN dropped"
"10/18/2018 22:20:09","1445","WAN Acceleration","Local WXA Appliance","Connection Exceed","Simple Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","WXA Warning - The number of active connections has reached the licensed limit."
"10/18/2018 22:20:10","14","Security Services","Content Filter","Website Blocked","Standard Note Blocked","Error","2048","24:BE:05:25:14:F7","HEWLETT PACKARD","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.140","56435","","","","","104.102.66.209","80","","","","","tcp","","","40","","","","","","","","","","platform-api.sharethis.com/js/sharethis.js","","","49","General HTTP","drop","Host: platform-api.sharethis.com
Command: GET
Policy: CFS Default Policy
Info: 6405
Referer: http://www.roswellmemorialday.com/photo-gallery-of-ceremonies/
","Web site access denied"
"10/18/2018 22:20:13","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","82","","","Unknown","","","","","","","","","","","NA","Source: 206.47.202.130, 40269, Destination: 67.69.184.199, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping"
"10/18/2018 22:20:14","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xa86dc4c93f9ef15e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:20:14","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:20:14","41","Network","Network Access","Unknown Protocol Dropped","Standard Note String","Notice","2048","D4:BE:D9:E4:5C:F8","DELL","X0","LAN","01:00:5E:00:00:16","Unknown","","MULTICAST","192.168.1.66","34","","","","","224.0.0.22","34","","","","","igmp","","","46","","","","","","","","","","","","","","","drop","","Unknown protocol dropped"
"10/18/2018 22:20:24","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xa86dc4c93f9ef15e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:20:24","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:20:24","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","78:45:C4:01:24:06","DELL","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::177:5368:3444:84d","5353","","","","","ff02::fb","5353","","","","","udp","","","76","","","","","","","","","","","","","","","drop","","Unhandled link-local or multicast IPv6 packet dropped"
"10/18/2018 22:20:26","1177","Network","DNS","Malformed DNS Packet","Standard Note String","Alert","2048","00:1C:C4:A1:0C:B3","HEWLETT PACKARD","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.96","60022","","","","","199.66.201.16","53","no-dns-yet.ccanet.co.uk","","","","udp","","","321","","","","","","","","","","","","","","General DNS","NA","","Malformed DNS packet detected"
"10/18/2018 22:20:31","46","Network","Network Access","Broadcast Packets Dropped","Standard Note Protocol","Debug","2048","00:0A:F7:8F:48:B0","BROADCOM","X0:V10","LAN","FF:FF:FF:FF:FF:FF","Unknown","","","192.168.10.2","5665","","","","","192.168.10.255","50799","","","","","udp","","","188","","","","","","","","","","","","","","","drop","","Broadcast packet dropped"
"10/18/2018 22:20:33","597","Network","ICMP","ICMP Allow","Standard Policy","Information","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","VPN","C0:EA:E4:6A:DC:91","SONICWALL","X0","LAN","10.0.1.254","","","","","3210756980","192.168.1.179","","","","","","icmp","0","0","148","","9 (LAN->VPN)","","","","","","","","","TorontoToQC100","","","Service Echo","forward","","ICMP packet allowed"
"10/18/2018 22:20:33","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 22:20:33","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 22:20:33","12","Log","E-mail","E-mail Check Error on Load","Simple","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","Problem sending log E-mail; check log settings"
"10/18/2018 22:20:33","884","Firewall Settings","Checksum Enforcement","TCP Checksum Error","Standard","Notice","2048","00:0C:29:C1:E4:77","VMWARE","X0","","C0:EA:E4:6A:DC:90","SONICWALL","","","192.168.1.179","48852","","","","","10.0.1.248","135","","","","","tcp","","","60","","","","","","","","","","","","","","","drop","","TCP checksum error; packet dropped"
"10/18/2018 22:20:34","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xa86dc4c93f9ef15e RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:20:34","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:20:35","602","Network","DNS","DNS Allow","Standard Policy","Information","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","8.8.8.8","53","google-public-dns-a.google.com","","","","206.47.202.130","58488","","","","","udp","","","71","","","","","","","","","","","","","","General DNS","forward","","DNS packet allowed"
"10/18/2018 22:20:36","1430","Network","IP","IPv6 Packet with Ext Header","Standard Note Protocol","Information","34525","D4:BE:D9:E8:24:06","DELL","X0","","33:33:00:00:00:16","Unknown","","","fe80::29c8:b5a0:23b9:b382","","","","","","ff02::16","","","","","","0","","","76","","","","","","","","","","","","","","","NA","Extention header: 0","IPv6 Packet with extension header received"
"10/18/2018 22:20:36","1254","Network","ICMP","LAN ICMPv6 Deny","Standard ICMP Service","Notice","34525","D4:BE:D9:E8:24:06","DELL","X0","LAN","33:33:00:00:00:16","Unknown","X0","MULTICAST","fe80::29c8:b5a0:23b9:b382","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","packet did not match policy on Zones(LAN -> MULTICAST)","ICMPv6 packet from LAN dropped"
"10/18/2018 22:20:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x1434528911a3f7d7 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:20:40","953","VPN","VPN IKEv2","Payload Processing Error","Standard Note String","Warning","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Type: SA Payload","IKEv2 Payload processing error"
"10/18/2018 22:20:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x1434528911a3f7d7 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Notify Cookie, SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:20:40","939","VPN","VPN IKEv2","Responder: Received IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","IKEv2 Responder: Received IKE_SA_INIT Request"
"10/18/2018 22:20:40","545","VPN","VPN IKE","Responder: Bound Scope Mismatch","Standard","Information","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKE Responder drop: VPN tunnel end point does not match configured VPN Policy Bound to scope "
